#(id,from,to,speed,planTime)
(12208, 10, 68, 2, 6)
(12209, 32, 75, 8, 4)
(12210, 19, 69, 2, 2)
(12211, 56, 18, 8, 8)
(12212, 56, 18, 8, 5)
(12213, 28, 69, 8, 4)
(12214, 24, 58, 6, 3)
(12215, 15, 68, 8, 4)
(12216, 24, 68, 4, 9)
(12217, 54, 3, 2, 6)
(12218, 5, 58, 8, 10)
(12219, 15, 75, 2, 1)
(12220, 46, 8, 2, 3)
(12221, 1, 55, 6, 10)
(12222, 32, 75, 6, 10)
(12223, 75, 21, 8, 8)
(12224, 42, 2, 2, 2)
(12225, 29, 68, 8, 7)
(12226, 55, 12, 6, 5)
(12227, 46, 11, 6, 2)
(12228, 40, 6, 8, 6)
(12229, 46, 5, 4, 7)
(12230, 45, 2, 8, 4)
(12231, 59, 13, 6, 1)
(12232, 50, 16, 4, 6)
(12233, 7, 42, 6, 6)
(12234, 75, 1, 2, 3)
(12235, 24, 57, 2, 8)
(12236, 21, 71, 8, 10)
(12237, 8, 46, 4, 6)
(12238, 31, 75, 6, 4)
(12239, 2, 43, 4, 5)
(12240, 16, 54, 4, 10)
(12241, 34, 1, 2, 10)
(12242, 21, 54, 4, 5)
(12243, 45, 7, 2, 6)
(12244, 22, 71, 8, 7)
(12245, 30, 71, 2, 4)
(12246, 27, 71, 2, 7)
(12247, 2, 59, 6, 8)
(12248, 55, 12, 6, 6)
(12249, 33, 1, 6, 8)
(12250, 57, 23, 2, 6)
(12251, 69, 19, 8, 7)
(12252, 56, 10, 6, 5)
(12253, 8, 46, 2, 5)
(12254, 28, 60, 4, 10)
(12255, 11, 58, 4, 1)
(12256, 16, 57, 4, 1)
(12257, 27, 69, 8, 8)
(12258, 45, 2, 2, 1)
(12259, 47, 12, 6, 5)
(12260, 1, 42, 6, 3)
(12261, 22, 58, 4, 7)
(12262, 56, 4, 2, 9)
(12263, 7, 43, 8, 4)
(12264, 59, 3, 8, 9)
(12265, 39, 1, 6, 10)
(12266, 36, 3, 2, 7)
(12267, 35, 3, 6, 10)
(12268, 1, 55, 8, 7)
(12269, 54, 8, 6, 2)
(12270, 75, 24, 8, 10)
(12271, 17, 69, 6, 1)
(12272, 16, 57, 4, 5)
(12273, 23, 56, 4, 9)
(12274, 8, 53, 8, 6)
(12275, 55, 13, 4, 5)
(12276, 29, 75, 4, 7)
(12277, 38, 4, 2, 10)
(12278, 60, 26, 6, 2)
(12279, 38, 6, 2, 3)
(12280, 75, 17, 6, 7)
(12281, 16, 68, 2, 10)
(12282, 43, 2, 6, 9)
(12283, 44, 4, 4, 2)
(12284, 52, 2, 8, 4)
(12285, 1, 53, 6, 2)
(12286, 13, 69, 6, 2)
(12287, 6, 59, 4, 5)
(12288, 56, 24, 8, 7)
(12289, 28, 71, 8, 1)
(12290, 33, 1, 6, 10)
(12291, 33, 1, 2, 3)
(12292, 38, 5, 6, 5)
(12293, 8, 68, 8, 9)
(12294, 23, 55, 8, 3)
(12295, 24, 68, 2, 5)
(12296, 34, 1, 6, 1)
(12297, 8, 55, 6, 3)
(12298, 68, 20, 4, 8)
(12299, 75, 28, 2, 8)
(12300, 25, 59, 2, 5)
(12301, 71, 1, 4, 3)
(12302, 19, 71, 8, 2)
(12303, 68, 13, 4, 8)
(12304, 34, 2, 2, 7)
(12305, 69, 8, 4, 1)
(12306, 16, 69, 6, 6)
(12307, 54, 20, 2, 6)
(12308, 68, 8, 4, 8)
(12309, 19, 71, 6, 4)
(12310, 16, 57, 8, 4)
(12311, 10, 57, 4, 1)
(12312, 24, 57, 8, 5)
(12313, 52, 4, 6, 3)
(12314, 8, 56, 4, 8)
(12315, 9, 48, 4, 6)
(12316, 17, 71, 2, 1)
(12317, 41, 4, 2, 8)
(12318, 56, 6, 6, 1)
(12319, 33, 1, 2, 10)
(12320, 27, 71, 4, 7)
(12321, 27, 75, 6, 3)
(12322, 42, 2, 2, 8)
(12323, 26, 71, 8, 10)
(12324, 35, 3, 6, 5)
(12325, 53, 12, 6, 6)
(12326, 15, 59, 6, 5)
(12327, 53, 12, 6, 8)
(12328, 39, 2, 2, 1)
(12329, 45, 2, 4, 3)
(12330, 60, 20, 8, 1)
(12331, 36, 4, 4, 9)
(12332, 51, 8, 8, 4)
(12333, 71, 15, 4, 3)
(12334, 32, 75, 2, 6)
(12335, 6, 68, 2, 2)
(12336, 46, 4, 8, 10)
(12337, 58, 5, 4, 3)
(12338, 24, 58, 4, 10)
(12339, 31, 75, 4, 9)
(12340, 8, 43, 6, 3)
(12341, 20, 59, 4, 7)
(12342, 8, 48, 2, 10)
(12343, 33, 1, 6, 7)
(12344, 52, 12, 8, 10)
(12345, 3, 69, 6, 8)
(12346, 54, 21, 8, 4)
(12347, 32, 75, 6, 6)
(12348, 21, 54, 4, 7)
(12349, 24, 59, 2, 9)
(12350, 26, 58, 4, 9)
(12351, 32, 75, 2, 2)
(12352, 69, 27, 2, 5)
(12353, 48, 6, 4, 9)
(12354, 42, 2, 8, 3)
(12355, 8, 46, 4, 3)
(12356, 71, 2, 2, 9)
(12357, 75, 4, 6, 1)
(12358, 22, 57, 8, 5)
(12359, 27, 69, 6, 7)
(12360, 53, 4, 2, 4)
(12361, 23, 71, 2, 10)
(12362, 55, 22, 2, 6)
(12363, 29, 75, 2, 8)
(12364, 50, 3, 6, 3)
(12365, 68, 25, 4, 7)
(12366, 35, 1, 6, 1)
(12367, 26, 75, 4, 4)
(12368, 36, 2, 8, 6)
(12369, 42, 6, 4, 5)
(12370, 47, 4, 6, 10)
(12371, 51, 5, 2, 9)
(12372, 34, 2, 6, 6)
(12373, 34, 1, 8, 9)
(12374, 34, 2, 2, 9)
(12375, 36, 2, 2, 8)
(12376, 17, 59, 6, 8)
(12377, 68, 22, 8, 2)
(12378, 53, 7, 4, 9)
(12379, 23, 56, 8, 3)
(12380, 8, 52, 6, 4)
(12381, 11, 71, 8, 10)
(12382, 53, 1, 8, 5)
(12383, 12, 58, 8, 2)
(12384, 48, 7, 8, 5)
(12385, 32, 75, 4, 8)
(12386, 5, 60, 2, 4)
(12387, 8, 49, 4, 9)
(12388, 53, 3, 6, 1)
(12389, 49, 8, 6, 10)
(12390, 40, 6, 6, 6)
(12391, 54, 19, 6, 9)
(12392, 52, 20, 4, 7)
(12393, 34, 1, 6, 9)
(12394, 71, 1, 8, 5)
(12395, 59, 5, 2, 4)
(12396, 24, 58, 8, 6)
(12397, 24, 56, 4, 8)
(12398, 56, 12, 6, 5)
(12399, 55, 23, 8, 1)
(12400, 32, 75, 8, 6)
(12401, 40, 7, 8, 4)
(12402, 27, 71, 6, 4)
(12403, 18, 50, 4, 8)
(12404, 12, 45, 6, 2)
(12405, 56, 20, 4, 2)
(12406, 58, 23, 4, 6)
(12407, 10, 75, 4, 10)
(12408, 4, 54, 4, 7)
(12409, 17, 52, 8, 8)
(12410, 58, 13, 6, 9)
(12411, 18, 50, 8, 2)
(12412, 48, 7, 6, 1)
(12413, 10, 75, 6, 8)
(12414, 16, 50, 6, 9)
(12415, 48, 15, 4, 3)
(12416, 29, 75, 4, 7)
(12417, 68, 10, 6, 8)
(12418, 45, 2, 8, 1)
(12419, 45, 8, 8, 10)
(12420, 48, 6, 6, 2)
(12421, 56, 13, 2, 5)
(12422, 15, 51, 2, 5)
(12423, 44, 5, 6, 9)
(12424, 69, 28, 2, 9)
(12425, 3, 55, 2, 3)
(12426, 5, 44, 2, 9)
(12427, 68, 19, 4, 4)
(12428, 18, 59, 6, 2)
(12429, 11, 68, 8, 8)
(12430, 43, 7, 4, 10)
(12431, 47, 9, 2, 6)
(12432, 17, 59, 4, 7)
(12433, 43, 1, 2, 9)
(12434, 18, 56, 2, 8)
(12435, 3, 53, 6, 3)
(12436, 3, 36, 6, 1)
(12437, 38, 4, 8, 10)
(12438, 40, 8, 2, 1)
(12439, 48, 1, 4, 1)
(12440, 6, 54, 8, 10)
(12441, 60, 19, 4, 3)
(12442, 53, 7, 4, 6)
(12443, 47, 12, 8, 4)
(12444, 23, 75, 6, 10)
(12445, 25, 71, 8, 7)
(12446, 11, 44, 2, 1)
(12447, 10, 68, 4, 4)
(12448, 32, 75, 2, 9)
(12449, 29, 68, 4, 6)
(12450, 16, 54, 4, 5)
(12451, 39, 3, 4, 10)
(12452, 35, 2, 4, 6)
(12453, 6, 44, 4, 2)
(12454, 58, 6, 2, 6)
(12455, 50, 12, 2, 2)
(12456, 19, 58, 6, 6)
(12457, 48, 11, 8, 6)
(12458, 60, 27, 4, 5)
(12459, 49, 9, 4, 10)
(12460, 68, 3, 6, 6)
(12461, 3, 60, 8, 2)
(12462, 48, 5, 6, 3)
(12463, 29, 69, 8, 4)
(12464, 47, 13, 4, 7)
(12465, 28, 75, 4, 1)
(12466, 54, 6, 2, 10)
(12467, 6, 51, 2, 7)
(12468, 10, 43, 4, 6)
(12469, 27, 68, 2, 3)
(12470, 57, 15, 8, 7)
(12471, 16, 57, 4, 8)
(12472, 57, 16, 2, 4)
(12473, 18, 59, 4, 1)
(12474, 6, 60, 6, 2)
(12475, 5, 47, 2, 5)
(12476, 60, 18, 8, 6)
(12477, 57, 3, 6, 10)
(12478, 40, 4, 4, 7)
(12479, 71, 24, 8, 8)
(12480, 43, 8, 2, 3)
(12481, 22, 59, 2, 4)
(12482, 43, 6, 4, 1)
(12483, 71, 3, 6, 1)
(12484, 27, 69, 6, 9)
(12485, 29, 68, 4, 5)
(12486, 36, 3, 8, 1)
(12487, 30, 75, 8, 6)
(12488, 28, 71, 6, 2)
(12489, 32, 75, 2, 9)
(12490, 45, 2, 6, 7)
(12491, 6, 69, 2, 3)
(12492, 58, 18, 4, 4)
(12493, 39, 7, 2, 2)
(12494, 32, 75, 8, 4)
(12495, 60, 12, 6, 6)
(12496, 32, 75, 6, 7)
(12497, 56, 15, 8, 3)
(12498, 50, 4, 2, 4)
(12499, 4, 59, 4, 9)
(12500, 44, 2, 4, 6)
(12501, 48, 6, 8, 7)
(12502, 28, 71, 6, 3)
(12503, 36, 2, 2, 5)
(12504, 3, 44, 4, 5)
(12505, 59, 16, 4, 5)
(12506, 29, 68, 4, 2)
(12507, 54, 7, 8, 10)
(12508, 48, 7, 6, 5)
(12509, 39, 2, 2, 4)
(12510, 3, 44, 6, 1)
(12511, 8, 45, 8, 8)
(12512, 58, 20, 4, 4)
(12513, 29, 69, 2, 8)
(12514, 22, 54, 6, 2)
(12515, 53, 15, 8, 4)
(12516, 36, 1, 8, 9)
(12517, 58, 2, 2, 9)
(12518, 24, 71, 4, 5)
(12519, 44, 3, 2, 6)
(12520, 13, 54, 6, 7)
(12521, 35, 3, 2, 8)
(12522, 57, 4, 6, 2)
(12523, 47, 5, 4, 9)
(12524, 23, 68, 2, 5)
(12525, 42, 4, 2, 1)
(12526, 23, 56, 8, 3)
(12527, 43, 2, 4, 4)
(12528, 9, 42, 2, 1)
(12529, 6, 69, 4, 4)
(12530, 46, 13, 2, 10)
(12531, 50, 9, 4, 9)
(12532, 7, 71, 4, 4)
(12533, 37, 4, 8, 5)
(12534, 21, 60, 6, 5)
(12535, 33, 1, 6, 6)
(12536, 22, 75, 4, 10)
(12537, 52, 11, 6, 1)
(12538, 53, 15, 6, 5)
(12539, 34, 2, 4, 7)
(12540, 2, 58, 4, 2)
(12541, 75, 2, 4, 8)
(12542, 57, 25, 8, 9)
(12543, 38, 5, 4, 8)
(12544, 46, 13, 2, 2)
(12545, 39, 5, 2, 6)
(12546, 38, 3, 2, 3)
(12547, 21, 57, 4, 3)
(12548, 43, 5, 8, 5)
(12549, 69, 10, 2, 9)
(12550, 32, 75, 2, 7)
(12551, 39, 1, 2, 4)
(12552, 27, 59, 4, 5)
(12553, 22, 60, 8, 1)
(12554, 2, 50, 4, 4)
(12555, 46, 1, 2, 7)
(12556, 30, 71, 8, 7)
(12557, 47, 7, 8, 5)
(12558, 57, 13, 8, 2)
(12559, 58, 19, 6, 5)
(12560, 46, 5, 4, 9)
(12561, 57, 19, 8, 4)
(12562, 1, 40, 4, 5)
(12563, 13, 45, 4, 7)
(12564, 71, 4, 2, 1)
(12565, 29, 71, 6, 10)
(12566, 29, 75, 6, 6)
(12567, 13, 53, 2, 5)
(12568, 68, 20, 8, 6)
(12569, 35, 3, 2, 9)
(12570, 38, 4, 8, 5)
(12571, 1, 34, 8, 2)
(12572, 45, 13, 8, 5)
(12573, 48, 8, 6, 6)
(12574, 6, 46, 8, 3)
(12575, 59, 27, 8, 8)
(12576, 24, 71, 4, 10)
(12577, 12, 55, 8, 10)
(12578, 21, 71, 2, 9)
(12579, 11, 49, 2, 8)
(12580, 21, 53, 4, 1)
(12581, 59, 24, 4, 9)
(12582, 37, 4, 6, 7)
(12583, 3, 47, 2, 9)
(12584, 33, 1, 2, 10)
(12585, 7, 55, 4, 9)
(12586, 49, 7, 4, 8)
(12587, 36, 3, 6, 5)
(12588, 50, 14, 8, 6)
(12589, 21, 75, 4, 9)
(12590, 34, 2, 8, 9)
(12591, 6, 58, 2, 5)
(12592, 68, 2, 2, 10)
(12593, 44, 12, 6, 1)
(12594, 14, 54, 4, 4)
(12595, 41, 2, 6, 2)
(12596, 3, 50, 6, 9)
(12597, 46, 11, 6, 7)
(12598, 57, 1, 2, 3)
(12599, 4, 60, 8, 5)
(12600, 39, 1, 8, 5)
(12601, 47, 5, 8, 10)
(12602, 28, 75, 6, 2)
(12603, 52, 14, 4, 4)
(12604, 31, 75, 2, 5)
(12605, 31, 75, 8, 10)
(12606, 12, 60, 2, 10)
(12607, 24, 69, 4, 4)
(12608, 55, 2, 6, 4)
(12609, 17, 57, 8, 9)
(12610, 13, 53, 8, 5)
(12611, 52, 13, 2, 10)
(12612, 71, 25, 4, 10)
(12613, 53, 12, 2, 10)
(12614, 16, 54, 6, 2)
(12615, 38, 6, 4, 3)
(12616, 6, 47, 4, 8)
(12617, 25, 58, 2, 2)
(12618, 46, 6, 4, 10)
(12619, 13, 52, 6, 4)
(12620, 21, 75, 2, 6)
(12621, 23, 59, 2, 6)
(12622, 25, 59, 2, 3)
(12623, 1, 59, 4, 6)
(12624, 5, 75, 6, 1)
(12625, 2, 41, 4, 9)
(12626, 10, 55, 6, 5)
(12627, 60, 5, 6, 1)
(12628, 53, 8, 2, 3)
(12629, 24, 71, 6, 7)
(12630, 54, 3, 2, 5)
(12631, 34, 1, 8, 1)
(12632, 36, 1, 8, 6)
(12633, 14, 54, 2, 7)
(12634, 16, 48, 6, 8)
(12635, 68, 19, 8, 1)
(12636, 36, 3, 4, 7)
(12637, 39, 3, 4, 8)
(12638, 31, 75, 6, 10)
(12639, 18, 52, 6, 7)
(12640, 6, 45, 4, 3)
(12641, 30, 75, 4, 8)
(12642, 59, 6, 4, 5)
(12643, 9, 52, 6, 5)
(12644, 59, 20, 6, 7)
(12645, 18, 56, 8, 5)
(12646, 18, 69, 2, 9)
(12647, 51, 5, 2, 10)
(12648, 16, 69, 4, 8)
(12649, 35, 3, 2, 9)
(12650, 37, 5, 4, 9)
(12651, 10, 47, 2, 1)
(12652, 1, 53, 6, 8)
(12653, 5, 59, 6, 4)
(12654, 54, 12, 6, 6)
(12655, 48, 2, 8, 8)
(12656, 39, 2, 4, 5)
(12657, 44, 12, 8, 1)
(12658, 69, 23, 2, 5)
(12659, 33, 1, 4, 2)
(12660, 53, 6, 6, 5)
(12661, 47, 15, 8, 3)
(12662, 22, 68, 8, 8)
(12663, 52, 13, 2, 8)
(12664, 23, 58, 2, 3)
(12665, 2, 40, 8, 5)
(12666, 44, 2, 8, 2)
(12667, 68, 3, 8, 10)
(12668, 51, 12, 2, 6)
(12669, 57, 10, 2, 5)
(12670, 3, 45, 4, 10)
(12671, 69, 1, 8, 3)
(12672, 46, 8, 6, 1)
(12673, 16, 75, 4, 5)
(12674, 68, 10, 6, 1)
(12675, 27, 75, 2, 10)
(12676, 1, 46, 8, 6)
(12677, 16, 51, 2, 7)
(12678, 2, 75, 2, 1)
(12679, 27, 71, 6, 5)
(12680, 29, 68, 6, 8)
(12681, 57, 10, 8, 1)
(12682, 53, 12, 2, 5)
(12683, 34, 2, 4, 4)
(12684, 13, 59, 4, 9)
(12685, 71, 2, 4, 9)
(12686, 12, 59, 6, 10)
(12687, 29, 68, 4, 9)
(12688, 38, 4, 8, 8)
(12689, 41, 5, 6, 9)
(12690, 20, 59, 6, 1)
(12691, 50, 8, 4, 9)
(12692, 38, 1, 2, 4)
(12693, 54, 13, 8, 3)
(12694, 2, 47, 4, 9)
(12695, 53, 2, 2, 8)
(12696, 36, 3, 8, 8)
(12697, 37, 2, 8, 8)
(12698, 30, 69, 6, 8)
(12699, 35, 1, 4, 3)
(12700, 40, 7, 4, 5)
(12701, 53, 12, 6, 7)
(12702, 1, 60, 8, 6)
(12703, 42, 10, 8, 1)
(12704, 5, 38, 6, 3)
(12705, 48, 9, 2, 2)
(12706, 33, 1, 8, 10)
(12707, 35, 3, 6, 9)
(12708, 36, 1, 4, 10)
(12709, 24, 58, 6, 8)
(12710, 48, 2, 6, 8)
(12711, 57, 1, 8, 7)
(12712, 8, 42, 2, 8)
(12713, 57, 19, 2, 10)
(12714, 24, 71, 2, 2)
(12715, 30, 69, 8, 1)
(12716, 48, 14, 4, 4)
(12717, 40, 5, 2, 3)
(12718, 68, 11, 6, 4)
(12719, 53, 8, 4, 5)
(12720, 14, 54, 4, 3)
(12721, 60, 8, 6, 9)
(12722, 71, 6, 2, 8)
(12723, 2, 53, 2, 2)
(12724, 12, 59, 6, 5)
(12725, 20, 58, 8, 10)
(12726, 28, 75, 6, 6)
(12727, 24, 68, 4, 2)
(12728, 50, 7, 4, 7)
(12729, 23, 60, 6, 1)
(12730, 8, 53, 6, 5)
(12731, 41, 9, 6, 4)
(12732, 34, 2, 6, 3)
(12733, 28, 68, 8, 9)
(12734, 16, 53, 4, 3)
(12735, 71, 4, 2, 1)
(12736, 34, 1, 4, 2)
(12737, 60, 22, 2, 1)
(12738, 1, 51, 2, 4)
(12739, 24, 69, 4, 8)
(12740, 50, 16, 4, 8)
(12741, 40, 3, 2, 10)
(12742, 19, 54, 8, 6)
(12743, 41, 4, 8, 1)
(12744, 42, 9, 2, 8)
(12745, 40, 2, 6, 8)
(12746, 51, 8, 8, 7)
(12747, 22, 68, 8, 4)
(12748, 12, 59, 2, 5)
(12749, 49, 2, 4, 3)
(12750, 25, 69, 8, 8)
(12751, 68, 20, 6, 4)
(12752, 38, 3, 6, 10)
(12753, 18, 52, 4, 7)
(12754, 35, 3, 8, 10)
(12755, 75, 25, 8, 6)
(12756, 33, 1, 6, 8)
(12757, 37, 3, 8, 6)
(12758, 27, 68, 8, 4)
(12759, 45, 8, 2, 5)
(12760, 54, 11, 4, 8)
(12761, 10, 69, 6, 2)
(12762, 53, 6, 4, 3)
(12763, 54, 18, 2, 7)
(12764, 26, 69, 4, 10)
(12765, 18, 56, 4, 5)
(12766, 1, 40, 6, 10)
(12767, 68, 9, 2, 10)
(12768, 53, 9, 2, 9)
(12769, 56, 19, 6, 6)
(12770, 56, 14, 4, 1)
(12771, 43, 5, 2, 3)
(12772, 39, 1, 2, 5)
(12773, 68, 3, 6, 7)
(12774, 18, 68, 2, 6)
(12775, 34, 1, 6, 1)
(12776, 5, 44, 4, 2)
(12777, 29, 68, 4, 6)
(12778, 13, 47, 6, 9)
(12779, 8, 46, 4, 7)
(12780, 35, 2, 2, 9)
(12781, 31, 75, 4, 6)
(12782, 39, 2, 2, 6)
(12783, 42, 4, 2, 3)
(12784, 55, 8, 4, 6)
(12785, 49, 2, 2, 10)
(12786, 14, 58, 4, 6)
(12787, 28, 60, 6, 9)
(12788, 10, 75, 2, 2)
(12789, 49, 7, 4, 9)
(12790, 38, 3, 4, 6)
(12791, 12, 59, 6, 1)
(12792, 56, 6, 2, 9)
(12793, 75, 20, 8, 9)
(12794, 38, 4, 8, 7)
(12795, 41, 5, 4, 4)
(12796, 20, 68, 8, 8)
(12797, 19, 69, 4, 9)
(12798, 37, 5, 2, 10)
(12799, 37, 5, 6, 5)
(12800, 56, 16, 8, 8)
(12801, 69, 30, 4, 2)
(12802, 22, 58, 8, 4)
(12803, 20, 75, 4, 2)
(12804, 21, 60, 6, 4)
(12805, 5, 71, 6, 5)
(12806, 2, 42, 2, 9)
(12807, 37, 2, 6, 1)
(12808, 29, 68, 4, 2)
(12809, 54, 16, 8, 1)
(12810, 46, 5, 6, 4)
(12811, 75, 29, 2, 4)
(12812, 48, 9, 6, 6)
(12813, 45, 6, 2, 3)
(12814, 5, 59, 2, 10)
(12815, 1, 50, 6, 5)
(12816, 20, 53, 4, 10)
(12817, 35, 1, 2, 5)
(12818, 68, 8, 4, 1)
(12819, 15, 56, 6, 2)
(12820, 59, 14, 2, 8)
(12821, 50, 10, 6, 10)
(12822, 68, 2, 8, 9)
(12823, 23, 75, 2, 3)
(12824, 4, 47, 4, 3)
(12825, 11, 50, 8, 5)
(12826, 42, 4, 4, 1)
(12827, 34, 2, 2, 3)
(12828, 12, 75, 8, 9)
(12829, 45, 12, 8, 4)
(12830, 47, 4, 8, 8)
(12831, 13, 68, 8, 7)
(12832, 15, 51, 2, 10)
(12833, 20, 75, 4, 1)
(12834, 55, 23, 8, 1)
(12835, 53, 15, 2, 8)
(12836, 52, 14, 6, 9)
(12837, 52, 13, 4, 2)
(12838, 7, 48, 8, 3)
(12839, 1, 46, 4, 8)
(12840, 7, 43, 8, 4)
(12841, 33, 1, 8, 2)
(12842, 60, 4, 2, 2)
(12843, 23, 57, 8, 4)
(12844, 42, 1, 8, 4)
(12845, 59, 11, 8, 6)
(12846, 54, 22, 2, 8)
(12847, 59, 25, 8, 10)
(12848, 11, 51, 6, 9)
(12849, 8, 57, 6, 6)
(12850, 11, 75, 8, 5)
(12851, 44, 5, 4, 3)
(12852, 42, 3, 6, 5)
(12853, 51, 11, 2, 3)
(12854, 21, 68, 6, 9)
(12855, 52, 7, 4, 6)
(12856, 9, 46, 4, 10)
(12857, 25, 71, 2, 4)
(12858, 75, 10, 6, 1)
(12859, 6, 46, 2, 2)
(12860, 39, 2, 8, 5)
(12861, 22, 68, 2, 6)
(12862, 69, 18, 6, 8)
(12863, 47, 8, 6, 10)
(12864, 9, 42, 2, 6)
(12865, 19, 60, 4, 4)
(12866, 4, 48, 2, 2)
(12867, 35, 1, 8, 5)
(12868, 2, 71, 8, 8)
(12869, 20, 59, 6, 2)
(12870, 15, 49, 4, 7)
(12871, 12, 52, 6, 10)
(12872, 56, 21, 6, 4)
(12873, 30, 69, 6, 8)
(12874, 68, 19, 6, 8)
(12875, 23, 55, 4, 10)
(12876, 32, 75, 2, 6)
(12877, 25, 57, 2, 2)
(12878, 30, 71, 2, 2)
(12879, 49, 4, 8, 10)
(12880, 7, 47, 6, 7)
(12881, 5, 50, 2, 4)
(12882, 53, 1, 2, 1)
(12883, 20, 56, 2, 2)
(12884, 7, 71, 4, 4)
(12885, 75, 11, 2, 4)
(12886, 5, 49, 6, 9)
(12887, 52, 6, 6, 2)
(12888, 44, 3, 8, 10)
(12889, 46, 2, 6, 3)
(12890, 43, 5, 6, 6)
(12891, 42, 1, 4, 2)
(12892, 48, 5, 4, 8)
(12893, 2, 40, 2, 7)
(12894, 14, 52, 8, 5)
(12895, 15, 69, 8, 8)
(12896, 47, 11, 4, 7)
(12897, 19, 69, 2, 9)
(12898, 20, 69, 8, 6)
(12899, 31, 71, 8, 2)
(12900, 39, 1, 2, 3)
(12901, 32, 75, 6, 8)
(12902, 26, 68, 4, 1)
(12903, 3, 48, 6, 3)
(12904, 57, 12, 2, 10)
(12905, 57, 22, 2, 3)
(12906, 3, 75, 8, 6)
(12907, 16, 53, 4, 1)
(12908, 8, 48, 6, 10)
(12909, 48, 3, 2, 8)
(12910, 59, 13, 4, 4)
(12911, 28, 60, 8, 1)
(12912, 37, 5, 6, 5)
(12913, 13, 59, 8, 6)
(12914, 36, 4, 8, 6)
(12915, 48, 7, 8, 1)
(12916, 18, 71, 4, 4)
(12917, 51, 9, 8, 9)
(12918, 40, 7, 8, 1)
(12919, 17, 57, 4, 1)
(12920, 18, 60, 8, 9)
(12921, 2, 59, 6, 6)
(12922, 31, 71, 4, 7)
(12923, 7, 45, 6, 9)
(12924, 38, 6, 8, 3)
(12925, 8, 55, 4, 4)
(12926, 17, 55, 8, 6)
(12927, 10, 44, 6, 7)
(12928, 28, 68, 8, 2)
(12929, 50, 6, 4, 2)
(12930, 50, 6, 6, 2)
(12931, 9, 71, 2, 2)
(12932, 36, 1, 8, 10)
(12933, 59, 13, 8, 8)
(12934, 34, 1, 6, 6)
(12935, 12, 51, 2, 10)
(12936, 2, 36, 6, 9)
(12937, 10, 42, 2, 3)
(12938, 19, 58, 2, 10)
(12939, 59, 18, 4, 7)
(12940, 3, 35, 4, 3)
(12941, 25, 59, 8, 7)
(12942, 8, 41, 6, 8)
(12943, 21, 55, 4, 10)
(12944, 55, 4, 6, 3)
(12945, 11, 58, 8, 4)
(12946, 16, 56, 6, 1)
(12947, 42, 3, 8, 7)
(12948, 40, 4, 4, 6)
(12949, 71, 19, 4, 1)
(12950, 19, 60, 6, 10)
(12951, 47, 7, 2, 9)
(12952, 44, 12, 8, 3)
(12953, 18, 52, 8, 8)
(12954, 28, 71, 4, 2)
(12955, 32, 75, 4, 3)
(12956, 60, 9, 2, 1)
(12957, 55, 22, 4, 3)
(12958, 33, 1, 6, 3)
(12959, 10, 46, 2, 3)
(12960, 18, 69, 4, 6)
(12961, 50, 6, 6, 10)
(12962, 69, 8, 2, 7)
(12963, 23, 55, 2, 1)
(12964, 30, 69, 6, 2)
(12965, 14, 60, 2, 6)
(12966, 22, 71, 2, 6)
(12967, 22, 71, 2, 8)
(12968, 29, 68, 6, 8)
(12969, 42, 6, 8, 10)
(12970, 41, 7, 8, 2)
(12971, 52, 4, 8, 10)
(12972, 60, 26, 8, 4)
(12973, 5, 56, 2, 1)
(12974, 36, 2, 2, 10)
(12975, 68, 15, 6, 5)
(12976, 17, 69, 4, 2)
(12977, 47, 5, 8, 4)
(12978, 22, 75, 8, 9)
(12979, 25, 75, 4, 2)
(12980, 42, 8, 2, 10)
(12981, 12, 49, 8, 4)
(12982, 43, 11, 6, 9)
(12983, 75, 21, 4, 10)
(12984, 57, 18, 8, 10)
(12985, 15, 52, 8, 7)
(12986, 43, 6, 8, 4)
(12987, 1, 68, 6, 2)
(12988, 35, 2, 8, 10)
(12989, 2, 55, 8, 6)
(12990, 25, 59, 8, 6)
(12991, 37, 5, 4, 1)
(12992, 3, 41, 6, 10)
(12993, 69, 29, 2, 6)
(12994, 46, 13, 6, 4)
(12995, 16, 71, 4, 7)
(12996, 29, 75, 4, 8)
(12997, 16, 75, 4, 6)
(12998, 23, 71, 6, 8)
(12999, 9, 56, 2, 3)
(13000, 68, 1, 4, 7)
(13001, 25, 59, 8, 9)
(13002, 45, 12, 6, 8)
(13003, 37, 4, 4, 4)
(13004, 23, 55, 8, 3)
(13005, 20, 75, 4, 5)
(13006, 41, 8, 8, 3)
(13007, 52, 11, 2, 2)
(13008, 16, 68, 6, 8)
(13009, 11, 57, 8, 7)
(13010, 7, 51, 8, 2)
(13011, 7, 46, 8, 8)
(13012, 25, 75, 4, 1)
(13013, 36, 3, 8, 6)
(13014, 34, 2, 4, 6)
(13015, 2, 47, 4, 4)
(13016, 50, 4, 8, 3)
(13017, 32, 75, 6, 6)
(13018, 26, 58, 8, 4)
(13019, 28, 60, 8, 6)
(13020, 20, 52, 2, 4)
(13021, 75, 21, 8, 9)
(13022, 26, 60, 2, 9)
(13023, 49, 13, 4, 8)
(13024, 14, 68, 6, 10)
(13025, 48, 9, 4, 7)
(13026, 58, 3, 8, 2)
(13027, 30, 71, 6, 5)
(13028, 49, 3, 8, 7)
(13029, 69, 22, 2, 7)
